,name,planet_mass,stellar_magnitude,planet_type,planet_radius,eccentricity
306,HAT-P-4 b,0.671 Jupiters,11.118,Gas Giant,1.274 x Jupiter,0
307,HAT-P-50 b,1.35 Jupiters,11.762,Gas Giant,1.288 x Jupiter,< 0.115
308,HAT-P-51 b,0.309 Jupiters,13.44,Gas Giant,1.293 x Jupiter,< 0.123
309,HAT-P-52 b,0.818 Jupiters,14.068,Gas Giant,1.009 x Jupiter,< 0.047
310,HAT-P-53 b,1.484 Jupiters,13.73,Gas Giant,1.318 x Jupiter,< 0.134
311,HAT-P-54 b,0.76 Jupiters,13.017,Gas Giant,0.944 x Jupiter,< 0.074
312,HAT-P-55 b,0.582 Jupiters,13.207,Gas Giant,1.182 x Jupiter,< 0.139
313,HAT-P-56 b,2.31 Jupiters,10.908,Gas Giant,1.51 x Jupiter,< 0.29
314,HAT-P-57 b,1.41 Jupiters,10.465,Gas Giant,1.74 x Jupiter,0
315,HAT-P-5 b,0.98 Jupiters,12.0,Gas Giant,1.21 x Jupiter,0
316,HAT-P-65 b,0.527 Jupiters,13.145,Gas Giant,1.89 x Jupiter,< 0.304
317,HAT-P-66 b,0.783 Jupiters,12.993,Gas Giant,1.59 x Jupiter,< 0.09
318,HAT-P-67 b,0.34 Jupiters,10.069,Gas Giant,2.085 x Jupiter,0
319,HAT-P-69 b,3.58 Jupiters,9.773,Gas Giant,1.676 x Jupiter,0
320,HAT-P-6 b,1.32 Jupiters,10.44,Gas Giant,1.48 x Jupiter,0
321,HAT-P-70 b,6.78 Jupiters,9.452,Gas Giant,1.87 x Jupiter,0
322,HAT-P-7 b,1.84 Jupiters,10.365,Gas Giant,1.51 x Jupiter,0
323,HAT-P-8 b,1.28 Jupiters,10.3,Gas Giant,1.4 x Jupiter,0
324,HAT-P-9 b,0.749 Jupiters,12.297,Gas Giant,1.393 x Jupiter,0.08
325,HATS-10 b,0.526 Jupiters,13.113,Gas Giant,0.969 x Jupiter,< 0.501
326,HATS-11 b,0.83 Jupiters,14.018,Gas Giant,1.609 x Jupiter,< 0.34
327,HATS-12 b,2.39 Jupiters,12.756,Gas Giant,0.692 x Jupiter,< 0.085
328,HATS-13 b,0.543 Jupiters,13.887,Gas Giant,1.212 x Jupiter,< 0.181
329,HATS-14 b,1.071 Jupiters,13.79,Gas Giant,1.039 x Jupiter,< 0.142
330,HATS-15 b,2.17 Jupiters,14.774,Gas Giant,1.105 x Jupiter,< 0.126
331,HATS-16 b,3.27 Jupiters,13.834,Gas Giant,1.3 x Jupiter,0
332,HATS-17 b,1.338 Jupiters,12.39,Gas Giant,0.777 x Jupiter,0.03
333,HATS-18 b,1.9795 Jupiters,14.067,Gas Giant,1.329 x Jupiter,0.17
334,HATS-1 b,1.855 Jupiters,12.053,Gas Giant,1.302 x Jupiter,0.12
335,HATS-22 b,2.74 Jupiters,13.455,Gas Giant,0.953 x Jupiter,0.08
336,HATS-23 b,1.47 Jupiters,13.901,Gas Giant,1.86 x Jupiter,< 0.114
337,HATS-24 b,2.26 Jupiters,12.83,Gas Giant,1.395 x Jupiter,0
338,HATS-25 b,0.613 Jupiters,13.097,Gas Giant,1.26 x Jupiter,< 0.176
339,HATS-26 b,0.65 Jupiters,12.955,Gas Giant,1.75 x Jupiter,< 0.245
340,HATS-27 b,0.53 Jupiters,12.766,Gas Giant,1.5 x Jupiter,< 0.581
341,HATS-28 b,0.672 Jupiters,13.934,Gas Giant,1.194 x Jupiter,< 0.202
342,HATS-29 b,0.653 Jupiters,12.612,Gas Giant,1.251 x Jupiter,< 0.158
343,HATS-2 b,1.345 Jupiters,13.562,Gas Giant,1.168 x Jupiter,0
344,HATS-30 b,0.706 Jupiters,12.192,Gas Giant,1.175 x Jupiter,< 0.096
345,HATS-31 b,0.88 Jupiters,13.105,Gas Giant,1.64 x Jupiter,< 0.233
346,HATS-32 b,0.92 Jupiters,14.384,Gas Giant,1.249 x Jupiter,< 0.471
347,HATS-33 b,1.192 Jupiters,11.911,Gas Giant,1.23 x Jupiter,< 0.08
348,HATS-34 b,0.941 Jupiters,13.849,Gas Giant,1.43 x Jupiter,< 0.108
349,HATS-35 b,1.222 Jupiters,12.56,Gas Giant,1.464 x Jupiter,< 0.306
350,HATS-36 b,3.216 Jupiters,14.386,Gas Giant,1.153 x Jupiter,0.11
351,HATS-37 A b,31.46517 Earths,12.266,Neptune-like,0.606 x Jupiter,0
352,HATS-38 b,23.51942 Earths,12.411,Neptune-like,0.614 x Jupiter,0
353,HATS-39 b,0.63 Jupiters,12.746,Gas Giant,1.57 x Jupiter,< 0.275
354,HATS-3 b,1.071 Jupiters,12.44,Gas Giant,1.381 x Jupiter,0
355,HATS-40 b,1.59 Jupiters,13.377,Gas Giant,1.58 x Jupiter,< 0.312
356,HATS-41 b,9.7 Jupiters,12.681,Gas Giant,1.33 x Jupiter,0.38
357,HATS-42 b,1.88 Jupiters,13.617,Gas Giant,1.4 x Jupiter,< 0.229
358,HATS-43 b,0.261 Jupiters,13.593,Gas Giant,1.18 x Jupiter,0.17
359,HATS-44 b,0.56 Jupiters,14.428,Gas Giant,1.067 x Jupiter,< 0.279
360,HATS-45 b,0.7 Jupiters,13.307,Gas Giant,1.286 x Jupiter,< 0.24
361,HATS-46 b,0.173 Jupiters,13.634,Gas Giant,0.903 x Jupiter,< 0.559
362,HATS-47 b,0.369 Jupiters,14.829,Gas Giant,1.117 x Jupiter,< 0.088
363,HATS-48 A b,0.243 Jupiters,14.35,Gas Giant,0.8 x Jupiter,< 0.162
364,HATS-49 b,0.353 Jupiters,14.998,Gas Giant,0.765 x Jupiter,< 0.071
365,HATS-4 b,1.323 Jupiters,13.459,Gas Giant,1.02 x Jupiter,0.01
366,HATS-50 b,0.39 Jupiters,14.033,Gas Giant,1.13 x Jupiter,< 0.516
367,HATS-51 b,0.768 Jupiters,12.471,Gas Giant,1.41 x Jupiter,< 0.33
368,HATS-52 b,2.24 Jupiters,13.669,Gas Giant,1.382 x Jupiter,< 0.246
369,HATS-53 b,0.595 Jupiters,13.79,Gas Giant,1.34 x Jupiter,< 0.33
370,HATS-54 b,0.76 Jupiters,13.913,Gas Giant,1.067 x Jupiter,< 0.126
371,HATS-55 b,0.921 Jupiters,13.47,Gas Giant,1.251 x Jupiter,< 0.092
372,HATS-56 b,0.602 Jupiters,11.578,Gas Giant,1.688 x Jupiter,< 0.019
373,HATS-57 b,3.147 Jupiters,12.344,Gas Giant,1.139 x Jupiter,< 0.028
374,HATS-58 A b,1.03 Jupiters,11.552,Gas Giant,1.095 x Jupiter,< 0.168
375,HATS-59 b,0.806 Jupiters,13.951,Gas Giant,1.126 x Jupiter,0.13
376,HATS-59 c,12.7 Jupiters,13.951,Gas Giant,1.1 x Jupiter,< 0.083
377,HATS-5 b,0.237 Jupiters,12.63,Gas Giant,0.912 x Jupiter,0.02
378,HATS-60 b,0.662 Jupiters,12.641,Gas Giant,1.153 x Jupiter,0.19
379,HATS-61 b,3.4 Jupiters,13.233,Gas Giant,1.195 x Jupiter,0.09
380,HATS-62 b,0.179 Jupiters,14.015,Gas Giant,1.055 x Jupiter,0.3
381,HATS-63 b,0.96 Jupiters,13.892,Gas Giant,1.207 x Jupiter,0.14
382,HATS-64 b,0.96 Jupiters,12.924,Gas Giant,1.679 x Jupiter,0.15
383,HATS-65 b,0.821 Jupiters,12.497,Gas Giant,1.501 x Jupiter,0.06
384,HATS-66 b,5.33 Jupiters,14.095,Gas Giant,1.411 x Jupiter,0.06
385,HATS-67 b,1.45 Jupiters,13.653,Gas Giant,1.685 x Jupiter,0.06
386,HATS-68 b,1.29 Jupiters,12.276,Gas Giant,1.232 x Jupiter,0.04
387,HATS-69 b,0.577 Jupiters,13.945,Gas Giant,0.945 x Jupiter,0.52
388,HATS-6 b,0.319 Jupiters,15.16,Gas Giant,0.998 x Jupiter,0
389,HATS-70 b,12.9 Jupiters,12.574,Gas Giant,1.384 x Jupiter,< 0.18
390,HATS-71 b,0.37 Jupiters,15.351,Gas Giant,1.024 x Jupiter,0
391,HATS-72 b,39.85588 Earths,12.469,Gas Giant,0.722 x Jupiter,< 0.013
392,HATS-7 b,38.1396 Earths,13.34,Gas Giant,0.563 x Jupiter,< 0.17
393,HATS-8 b,0.138 Jupiters,14.03,Gas Giant,0.873 x Jupiter,< 0.376
394,HATS-9 b,0.837 Jupiters,13.276,Gas Giant,1.236 x Jupiter,< 0.075
395,HD 100546 b,752 Jupiters,6.704,Gas Giant,6.9 x Jupiter,0
396,HD 100655 b,1.61 Jupiters,6.45,Gas Giant,1.21 x Jupiter,0.09
397,HD 100777 b,1.03 Jupiters,8.418,Gas Giant,1.23 x Jupiter,0.36
398,HD 10180 c,13.22173 Earths,7.321,Neptune-like,0.33 x Jupiter,0.07
399,HD 10180 d,12.01397 Earths,7.321,Neptune-like,0.312 x Jupiter,0.13
400,HD 10180 e,25.58532 Earths,7.321,Neptune-like,0.487 x Jupiter,0.05
401,HD 10180 f,22.94733 Earths,7.321,Neptune-like,0.456 x Jupiter,0.12
402,HD 10180 g,23.26516 Earths,7.321,Neptune-like,0.46 x Jupiter,0.26
403,HD 10180 h,0.2066 Jupiters,7.321,Gas Giant,0.848 x Jupiter,0.1
404,HD 101930 b,0.25 Jupiters,8.21,Gas Giant,0.949 x Jupiter,0.11
405,HD 102117 b,0.17 Jupiters,7.47,Gas Giant,0.756 x Jupiter,0.12
406,HD 102195 b,0.41 Jupiters,8.062,Gas Giant,1.27 x Jupiter,0
407,HD 102272 b,4.94 Jupiters,8.69,Gas Giant,1.15 x Jupiter,0.05
408,HD 102329 b,8.16 Jupiters,8.04,Gas Giant,1.12 x Jupiter,0.21
409,HD 102329 c,1.52 Jupiters,8.04,Gas Giant,1.21 x Jupiter,0.21
410,HD 102365 b,16 Earths,4.91,Neptune-like,0.369 x Jupiter,0.34
411,HD 102843 b,0.35837 Jupiters,9.268,Gas Giant,1.17 x Jupiter,0.11
412,HD 102956 b,0.96 Jupiters,7.86,Gas Giant,1.23 x Jupiter,0.04
413,HD 103197 b,28.6047 Earths,9.391,Neptune-like,0.52 x Jupiter,0
414,HD 103720 b,0.62 Jupiters,9.49,Gas Giant,1.26 x Jupiter,0.09
415,HD 103774 b,0.367 Jupiters,7.121,Gas Giant,1.19 x Jupiter,0.09
416,HD 103949 b,11.2 Earths,8.69,Neptune-like,0.299 x Jupiter,0.19
417,HD 104067 b,0.16 Jupiters,7.93,Gas Giant,0.729 x Jupiter,0
418,HD 10442 b,1.487 Jupiters,7.84,Gas Giant,1.21 x Jupiter,0.13
419,HD 104985 b,8.3 Jupiters,5.8,Gas Giant,1.12 x Jupiter,0.09
420,HD 106252 b,6.93 Jupiters,7.408,Gas Giant,1.13 x Jupiter,0.48
421,HD 106270 b,10.13 Jupiters,7.58,Gas Giant,1.11 x Jupiter,0.19
422,HD 106315 b,12.6 Earths,8.951,Super Earth,0.218 x Jupiter,0.09
423,HD 106315 c,15.2 Earths,8.951,Neptune-like,0.388 x Jupiter,0.22
424,HD 10647 b,0.94 Jupiters,5.52,Gas Giant,1.23 x Jupiter,0.15
425,HD 106515 A b,9.61 Jupiters,7.972,Gas Giant,1.11 x Jupiter,0.57
426,HD 106906 b,11 Jupiters,7.797,Gas Giant,1.11 x Jupiter,0
427,HD 10697 b,6.383 Jupiters,6.27,Gas Giant,1.13 x Jupiter,0.1
428,HD 107148 b,0.21 Jupiters,8.015,Gas Giant,0.856 x Jupiter,0.05
429,HD 108147 b,0.261 Jupiters,6.995,Gas Giant,0.973 x Jupiter,0.53
430,HD 108341 b,3.5 Jupiters,9.36,Gas Giant,1.17 x Jupiter,0.85
431,HD 108863 b,2.414 Jupiters,7.71,Gas Giant,1.18 x Jupiter,0.03
432,HD 108874 b,1.42 Jupiters,8.738,Gas Giant,1.21 x Jupiter,0.13
433,HD 108874 c,0.99 Jupiters,8.738,Gas Giant,1.23 x Jupiter,0.24
434,HD 109246 b,0.86 Jupiters,8.77,Gas Giant,1.24 x Jupiter,0.12
435,HD 109271 b,17.162 Earths,8.055,Neptune-like,0.385 x Jupiter,0.25
436,HD 109271 c,24.154 Earths,8.055,Neptune-like,0.47 x Jupiter,0.15
437,HD 109749 b,0.27 Jupiters,8.08,Gas Giant,0.993 x Jupiter,0
438,HD 110014 b,11.09 Jupiters,4.66,Gas Giant,1.11 x Jupiter,0.46
439,HD 111232 b,7.14 Jupiters,7.59,Gas Giant,1.13 x Jupiter,0.2
440,HD 111591 b,4.4 Jupiters,6.427,Gas Giant,1.15 x Jupiter,0.26
441,HD 111998 b,4.51 Jupiters,6.11,Gas Giant,1.15 x Jupiter,0.03
442,HD 113337 b,2.83 Jupiters,6.008,Gas Giant,1.18 x Jupiter,0.46
443,HD 113538 b,0.36 Jupiters,9.057,Gas Giant,1.18 x Jupiter,0.14
444,HD 113538 c,0.93 Jupiters,9.057,Gas Giant,1.24 x Jupiter,0.2
445,HD 113996 b,6.3 Jupiters,4.82,Gas Giant,1.14 x Jupiter,0.28
446,HD 114386 b,1.14 Jupiters,8.73,Gas Giant,1.22 x Jupiter,0.23
447,HD 114613 b,0.357 Jupiters,4.85,Gas Giant,1.17 x Jupiter,0.46
448,HD 114729 b,0.825 Jupiters,6.687,Gas Giant,1.24 x Jupiter,0.08
449,HD 114762 b,10.69 Jupiters,7.301,Gas Giant,1.11 x Jupiter,0.34
450,HD 114783 b,1.1 Jupiters,7.55,Gas Giant,1.23 x Jupiter,0.14
451,HD 114783 c,0.611 Jupiters,7.55,Gas Giant,1.26 x Jupiter,0
452,HD 11506 b,4.83 Jupiters,7.51,Gas Giant,1.15 x Jupiter,0.37
453,HD 11506 c,0.408 Jupiters,7.51,Gas Giant,1.27 x Jupiter,0.19
454,HD 116029 b,1.4 Jupiters,8.04,Gas Giant,1.21 x Jupiter,0
455,HD 116029 c,1.27 Jupiters,8.04,Gas Giant,1.22 x Jupiter,0.04
456,HD 117207 b,1.926 Jupiters,7.24,Gas Giant,1.2 x Jupiter,0.16
457,HD 11755 b,5.63 Jupiters,6.87,Gas Giant,1.14 x Jupiter,0.19
458,HD 117618 b,0.174 Jupiters,7.169,Gas Giant,0.766 x Jupiter,0.15
459,HD 118203 b,2.79 Jupiters,8.05,Gas Giant,1.18 x Jupiter,0.31
460,HD 11964 b,0.622 Jupiters,6.42,Gas Giant,1.26 x Jupiter,0.04
461,HD 11964 c,25 Earths,6.42,Neptune-like,0.48 x Jupiter,0.3
462,HD 11977 b,6.54 Jupiters,4.69,Gas Giant,1.13 x Jupiter,0.4
463,HD 120084 b,4.5 Jupiters,5.899,Gas Giant,1.15 x Jupiter,0.66
464,HD 121504 b,1.51 Jupiters,7.517,Gas Giant,1.21 x Jupiter,0.03
465,HD 12484 b,2.98 Jupiters,8.17,Gas Giant,1.17 x Jupiter,0.07
466,HD 125390 b,22.16 Jupiters,8.206,Gas Giant,1.07 x Jupiter,0.59
467,HD 125595 b,6.3566 Earths,9.03,Neptune-like,0.214 x Jupiter,0
468,HD 125612 b,3.1 Jupiters,8.31,Gas Giant,1.17 x Jupiter,0.46
469,HD 125612 c,17.48065 Earths,8.31,Neptune-like,0.389 x Jupiter,0.05
470,HD 125612 d,7.28 Jupiters,8.31,Gas Giant,1.13 x Jupiter,0.12
471,HD 12648 b,1.96 Jupiters,6.98,Gas Giant,1.2 x Jupiter,0.04
472,HD 126525 b,0.237 Jupiters,7.847,Gas Giant,0.919 x Jupiter,0.04
473,HD 126614 b,0.41 Jupiters,8.788,Gas Giant,1.27 x Jupiter,0.41
474,HD 12661 b,2.43 Jupiters,7.425,Gas Giant,1.18 x Jupiter,0.38
475,HD 12661 c,1.812 Jupiters,7.425,Gas Giant,1.2 x Jupiter,0.03
476,HD 128311 b,1.769 Jupiters,7.51,Gas Giant,1.2 x Jupiter,0.3
477,HD 128311 c,3.789 Jupiters,7.51,Gas Giant,1.16 x Jupiter,0.16
478,HD 128356 b,0.89 Jupiters,8.29,Gas Giant,1.24 x Jupiter,0.57
479,HD 129445 b,1.6 Jupiters,8.8,Gas Giant,1.21 x Jupiter,0.7
480,HD 130322 b,1.15 Jupiters,8.031,Gas Giant,1.22 x Jupiter,0.03
481,HD 131496 b,1.8 Jupiters,7.8,Gas Giant,1.2 x Jupiter,0.18
482,HD 131664 b,19.12 Jupiters,8.128,Gas Giant,1.08 x Jupiter,0.64
483,HD 13167 b,3.31 Jupiters,8.34,Gas Giant,1.17 x Jupiter,0.56
484,HD 13189 b,10.95 Jupiters,7.556,Gas Giant,1.11 x Jupiter,0.27
485,HD 132406 b,5.38 Jupiters,8.467,Gas Giant,1.14 x Jupiter,0.34
486,HD 132563 b,1.49 Jupiters,8.928,Gas Giant,1.21 x Jupiter,0.22
487,HD 133131 A b,1.42 Jupiters,8.4,Gas Giant,1.21 x Jupiter,0.33
488,HD 133131 A c,0.42 Jupiters,8.4,Gas Giant,1.28 x Jupiter,0.49
489,HD 133131 B b,2.5 Jupiters,8.42,Gas Giant,1.18 x Jupiter,0.61
490,HD 134060 b,10.1 Earths,6.29,Neptune-like,0.282 x Jupiter,0.45
491,HD 134060 c,29.29 Earths,6.29,Neptune-like,0.527 x Jupiter,0.11
492,HD 134987 b,1.61 Jupiters,6.45,Gas Giant,1.21 x Jupiter,0.23
493,HD 134987 c,0.82 Jupiters,6.45,Gas Giant,1.24 x Jupiter,0.12
494,HD 136352 b,4.81 Earths,5.65,Super Earth,2.04 x Earth,0.14
495,HD 136352 c,10.8 Earths,5.65,Neptune-like,0.293 x Jupiter,0.04
496,HD 136352 d,8.58 Earths,5.65,Neptune-like,0.256 x Jupiter,0.09
497,HD 136418 b,2.14 Jupiters,7.879,Gas Giant,1.19 x Jupiter,0.25
498,HD 13724 b,26.77 Jupiters,7.89,Gas Giant,1.07 x Jupiter,0.34
499,HD 137388 b,0.2 Jupiters,8.696,Gas Giant,0.832 x Jupiter,0.36
500,HD 13908 b,0.865 Jupiters,7.508,Gas Giant,1.24 x Jupiter,0.02
501,HD 13908 c,5.13 Jupiters,7.508,Gas Giant,1.15 x Jupiter,0.12
502,HD 13931 b,2.2 Jupiters,7.597,Gas Giant,1.19 x Jupiter,0.02
503,HD 139357 b,9.76 Jupiters,5.964,Gas Giant,1.11 x Jupiter,0.1
504,HD 1397 b,0.415 Jupiters,7.781,Gas Giant,1.026 x Jupiter,0.25
505,HD 14067 b,7.8 Jupiters,6.53,Gas Giant,1.12 x Jupiter,0.53
506,HD 141399 b,0.451 Jupiters,7.2,Gas Giant,1.28 x Jupiter,0.04
507,HD 141399 c,1.33 Jupiters,7.2,Gas Giant,1.22 x Jupiter,0.05
508,HD 141399 d,1.18 Jupiters,7.2,Gas Giant,1.22 x Jupiter,0.07
509,HD 141399 e,0.66 Jupiters,7.2,Gas Giant,1.25 x Jupiter,0.26
510,HD 141937 b,9.69 Jupiters,7.25,Gas Giant,1.11 x Jupiter,0.41
511,HD 142022 A b,4.44 Jupiters,7.7,Gas Giant,1.15 x Jupiter,0.53
512,HD 142245 b,3.07 Jupiters,7.63,Gas Giant,1.17 x Jupiter,0
513,HD 142415 b,1.67 Jupiters,7.327,Gas Giant,1.2 x Jupiter,0.5
514,HD 142 b,1.25 Jupiters,5.7,Gas Giant,1.22 x Jupiter,0.17
515,HD 142 c,5.3 Jupiters,5.7,Gas Giant,1.14 x Jupiter,0.21
516,HD 143105 b,1.21 Jupiters,6.75,Gas Giant,1.22 x Jupiter,< 0.07
517,HD 143361 b,3.532 Jupiters,9.2,Gas Giant,1.16 x Jupiter,0.2
518,HD 145377 b,6.02 Jupiters,8.095,Gas Giant,1.14 x Jupiter,0.31
519,HD 145457 b,2.23 Jupiters,6.566,Gas Giant,1.19 x Jupiter,0.11
520,HD 145934 b,2.28 Jupiters,8.5,Gas Giant,1.19 x Jupiter,0.05
521,HD 1461 b,6.44 Earths,6.47,Neptune-like,0.216 x Jupiter,< 0.172
522,HD 1461 c,5.59 Earths,6.47,Neptune-like,2.23 x Earth,< 0.305
523,HD 147018 b,2.12 Jupiters,8.3,Gas Giant,1.19 x Jupiter,0.47
524,HD 147018 c,6.56 Jupiters,8.3,Gas Giant,1.13 x Jupiter,0.13
525,HD 147379 b,28.55 Earths,8.896,Neptune-like,0.519 x Jupiter,0.07
526,HD 147513 b,1.21 Jupiters,5.39,Gas Giant,1.22 x Jupiter,0.26
527,HD 147873 b,5.14 Jupiters,7.96,Gas Giant,1.15 x Jupiter,0.21
528,HD 147873 c,2.3 Jupiters,7.96,Gas Giant,1.19 x Jupiter,0.23
529,HD 14787 b,1.121 Jupiters,7.63,Gas Giant,1.23 x Jupiter,0.16
530,HD 148156 b,0.85 Jupiters,7.689,Gas Giant,1.24 x Jupiter,0.52
531,HD 148164 b,1.23 Jupiters,8.23,Gas Giant,1.22 x Jupiter,0.59
532,HD 148164 c,5.16 Jupiters,8.23,Gas Giant,1.15 x Jupiter,0.13
533,HD 148284 b,33.7 Jupiters,9.01,Gas Giant,1.05 x Jupiter,0.39
534,HD 148427 b,1.3 Jupiters,6.895,Gas Giant,1.22 x Jupiter,0.16
535,HD 149026 b,0.38 Jupiters,8.15,Gas Giant,0.74 x Jupiter,0
536,HD 149143 b,1.33 Jupiters,7.89,Gas Giant,1.22 x Jupiter,0.02
537,HD 1502 b,2.75 Jupiters,8.36,Gas Giant,1.18 x Jupiter,0.03
538,HD 150706 b,2.71 Jupiters,7.02,Gas Giant,1.18 x Jupiter,0.38
539,HD 152079 b,2.661 Jupiters,9.182,Gas Giant,1.18 x Jupiter,0.53
540,HD 152581 b,1.869 Jupiters,8.38,Gas Giant,1.2 x Jupiter,0.04
541,HD 15337 b,7.51 Earths,9.088,Super Earth,1.64 x Earth,0.09
542,HD 15337 c,8.11 Earths,9.088,Super Earth,0.213 x Jupiter,0.05
543,HD 153950 b,2.95 Jupiters,7.39,Gas Giant,1.17 x Jupiter,0.34
544,HD 154345 b,0.82 Jupiters,6.76,Gas Giant,1.24 x Jupiter,0.04
545,HD 154672 b,5.37 Jupiters,8.21,Gas Giant,1.14 x Jupiter,0.61
546,HD 154857 b,2.45 Jupiters,7.238,Gas Giant,1.18 x Jupiter,0.46
547,HD 154857 c,2.58 Jupiters,7.238,Gas Giant,1.18 x Jupiter,0.06
548,HD 155233 b,2.6 Jupiters,6.818,Gas Giant,1.18 x Jupiter,0.04
549,HD 155358 b,0.99 Jupiters,7.27,Gas Giant,1.23 x Jupiter,0.17
550,HD 155358 c,0.82 Jupiters,7.27,Gas Giant,1.24 x Jupiter,0.16
551,HD 156279 b,9.88 Jupiters,8.1,Gas Giant,1.11 x Jupiter,0.71
552,HD 156279 c,8.6 Jupiters,8.1,Gas Giant,1.12 x Jupiter,0.23
553,HD 156411 b,0.74 Jupiters,6.673,Gas Giant,1.25 x Jupiter,0.22
554,HD 156668 b,4.15 Earths,8.42,Super Earth,1.87 x Earth,0
555,HD 156846 b,10.67 Jupiters,6.506,Gas Giant,1.11 x Jupiter,0.85
556,HD 158038 b,1.53 Jupiters,7.64,Gas Giant,1.21 x Jupiter,0.29
557,HD 158259 b,2.22 Earths,6.46,Super Earth,1.29 x Earth,0
558,HD 158259 c,5.6 Earths,6.46,Neptune-like,2.23 x Earth,0
559,HD 158259 d,5.41 Earths,6.46,Neptune-like,2.18 x Earth,0
560,HD 158259 e,6.08 Earths,6.46,Neptune-like,0.209 x Jupiter,0
561,HD 158259 f,6.14 Earths,6.46,Neptune-like,0.21 x Jupiter,0
562,HD 158996 b,14 Jupiters,5.706,Gas Giant,1.1 x Jupiter,0.13
563,HD 159243 b,1.13 Jupiters,8.646,Gas Giant,1.22 x Jupiter,0.02
564,HD 159243 c,1.9 Jupiters,8.646,Gas Giant,1.2 x Jupiter,0.08
565,HD 159868 b,2.218 Jupiters,7.24,Gas Giant,1.19 x Jupiter,0.02
566,HD 159868 c,0.768 Jupiters,7.24,Gas Giant,1.25 x Jupiter,0.18
567,HD 1605 b,0.934 Jupiters,7.52,Gas Giant,1.23 x Jupiter,0.1
568,HD 1605 c,3.62 Jupiters,7.52,Gas Giant,1.16 x Jupiter,0.1
569,HD 160691 b,1.676 Jupiters,5.15,Gas Giant,1.2 x Jupiter,0.13
570,HD 160691 c,1.814 Jupiters,5.15,Gas Giant,1.2 x Jupiter,0.1
571,HD 160691 d,10.5547 Earths,5.15,Neptune-like,0.289 x Jupiter,0.17
572,HD 160691 e,0.5219 Jupiters,5.15,Gas Giant,1.27 x Jupiter,0.07
573,HD 16141 b,0.26 Jupiters,6.83,Gas Giant,0.971 x Jupiter,0.25
574,HD 16175 b,5.1 Jupiters,7.282,Gas Giant,1.15 x Jupiter,0.6
575,HD 162020 b,9.84 Jupiters,9.1,Gas Giant,1.11 x Jupiter,0.28
576,HD 163607 b,0.7836 Jupiters,8.0,Gas Giant,1.24 x Jupiter,0.74
577,HD 163607 c,2.201 Jupiters,8.0,Gas Giant,1.19 x Jupiter,0.08
578,HD 16417 b,22.1 Earths,5.78,Neptune-like,0.446 x Jupiter,0.2
579,HD 164509 b,0.443 Jupiters,8.1,Gas Giant,1.28 x Jupiter,0.24
580,HD 164595 b,16.14 Earths,7.1,Neptune-like,0.371 x Jupiter,0.09
581,HD 164604 b,1.99792 Jupiters,9.7,Gas Giant,1.19 x Jupiter,0.35
582,HD 164922 b,0.36497 Jupiters,6.99,Gas Giant,1.19 x Jupiter,0.08
583,HD 164922 c,13 Earths,6.99,Neptune-like,0.327 x Jupiter,0.12
584,HD 164922 d,4 Earths,6.99,Super Earth,1.83 x Earth,0.12
585,HD 165155 b,2.89 Jupiters,9.36,Gas Giant,1.18 x Jupiter,0.2
586,HD 1666 b,6.43 Jupiters,8.17,Gas Giant,1.13 x Jupiter,0.63
587,HD 166724 b,3.53 Jupiters,9.344,Gas Giant,1.16 x Jupiter,0.73
588,HD 167042 b,1.7 Jupiters,5.94,Gas Giant,1.2 x Jupiter,0.09
589,HD 168443 b,7.659 Jupiters,6.917,Gas Giant,1.13 x Jupiter,0.53
590,HD 168443 c,17.193 Jupiters,6.917,Gas Giant,1.09 x Jupiter,0.21
591,HD 168746 b,0.27 Jupiters,7.946,Gas Giant,0.993 x Jupiter,0.11
592,HD 1690 b,8.79 Jupiters,9.17,Gas Giant,1.12 x Jupiter,0.64
593,HD 169830 b,2.88 Jupiters,5.902,Gas Giant,1.18 x Jupiter,0.31
594,HD 169830 c,4.04 Jupiters,5.902,Gas Giant,1.16 x Jupiter,0.33
595,HD 170469 b,0.66 Jupiters,8.21,Gas Giant,1.25 x Jupiter,0.11
596,HD 17092 b,10.13 Jupiters,7.732,Gas Giant,1.11 x Jupiter,0.17
597,HD 171028 b,2.62 Jupiters,8.31,Gas Giant,1.18 x Jupiter,0.59
598,HD 171238 b,2.72 Jupiters,8.61,Gas Giant,1.18 x Jupiter,0.23
599,HD 17156 b,3.51 Jupiters,8.172,Gas Giant,1.1 x Jupiter,0.68
600,HD 173416 b,2.7 Jupiters,6.057,Gas Giant,1.18 x Jupiter,0.21
601,HD 175167 b,8.97 Jupiters,8.01,Gas Giant,1.12 x Jupiter,0.54
602,HD 175541 b,0.598 Jupiters,8.02,Gas Giant,1.26 x Jupiter,0.11
603,HD 175607 b,8.98 Earths,8.61,Neptune-like,0.263 x Jupiter,0.11
604,HD 17674 b,0.87 Jupiters,7.56,Gas Giant,1.24 x Jupiter,< 0.13
605,HD 176986 b,5.74 Earths,8.42,Neptune-like,0.202 x Jupiter,0.07
606,HD 176986 c,9.18 Earths,8.42,Neptune-like,0.266 x Jupiter,0.11
607,HD 177565 b,15.1 Earths,6.16,Neptune-like,0.357 x Jupiter,0.06
608,HD 177830 b,1.69 Jupiters,7.177,Gas Giant,1.2 x Jupiter,0.1
609,HD 177830 c,0.15 Jupiters,7.177,Gas Giant,0.702 x Jupiter,0.3
